,VJ.combi,count.seq,mouseID,analysis_type,filename,path
322,IGHV2-9_IGHJ4*01_36_1,2,m13,all_YFP,IGHV2-9_IGHJ4-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV2-9_IGHJ4-01_36_1.aln.fasta
323,IGHV2-9_IGHJ4*01_36_2,2,m13,all_YFP,IGHV2-9_IGHJ4-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV2-9_IGHJ4-01_36_2.aln.fasta
321,IGHV1S108*01-NA_IGHJ3*01_18_1,2,m13,all_YFP,IGHV1S108-01-NA_IGHJ3-01_18_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1S108-01-NA_IGHJ3-01_18_1.aln.fasta
317,IGHV2-9_IGHJ2*01_36_1,2,m13,all_YFP,IGHV2-9_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV2-9_IGHJ2-01_36_1.aln.fasta
105,IGHV1-26*01_IGHJ4*01_42_4,3,m13,all_YFP,IGHV1-26-01_IGHJ4-01_42_4,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-26-01_IGHJ4-01_42_4.aln.fasta
103,IGHV1-26*01_IGHJ4*01_42_1,3,m13,all_YFP,IGHV1-26-01_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-26-01_IGHJ4-01_42_1.aln.fasta
100,IGHV1-42*01_IGHJ3*01_39_1,3,m13,all_YFP,IGHV1-42-01_IGHJ3-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-42-01_IGHJ3-01_39_1.aln.fasta
91,IGHV1-53*01_IGHJ3*01_42_3,3,m13,all_YFP,IGHV1-53-01_IGHJ3-01_42_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-53-01_IGHJ3-01_42_3.aln.fasta
71,IGHV1-85*01_IGHJ3*01_45_1,3,m13,all_YFP,IGHV1-85-01_IGHJ3-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-85-01_IGHJ3-01_45_1.aln.fasta
62,IGHV9-3*01_IGHJ2*01_39_5,3,m13,all_YFP,IGHV9-3-01_IGHJ2-01_39_5,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV9-3-01_IGHJ2-01_39_5.aln.fasta
60,IGHV9-3*01_IGHJ2*01_39_2,3,m13,all_YFP,IGHV9-3-01_IGHJ2-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV9-3-01_IGHJ2-01_39_2.aln.fasta
55,IGHV1-53*01_IGHJ3*01_39_2,3,m13,all_YFP,IGHV1-53-01_IGHJ3-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-53-01_IGHJ3-01_39_2.aln.fasta
14,IGHV1-19*01_IGHJ3*01_36_5,3,m13,all_YFP,IGHV1-19-01_IGHJ3-01_36_5,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-19-01_IGHJ3-01_36_5.aln.fasta
116,IGHV1-26*01_IGHJ4*01_36_5,3,m13,all_YFP,IGHV1-26-01_IGHJ4-01_36_5,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-26-01_IGHJ4-01_36_5.aln.fasta
118,IGHV1-26*01_IGHJ2*01_36_2,3,m13,all_YFP,IGHV1-26-01_IGHJ2-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-26-01_IGHJ2-01_36_2.aln.fasta
133,IGHV1-19*01_IGHJ4*01_36_1,3,m13,all_YFP,IGHV1-19-01_IGHJ4-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-19-01_IGHJ4-01_36_1.aln.fasta
245,IGHV1-12*01_IGHJ4*01_45_1,3,m13,all_YFP,IGHV1-12-01_IGHJ4-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-12-01_IGHJ4-01_45_1.aln.fasta
244,IGHV1-64*01_IGHJ3*01_39_2,3,m13,all_YFP,IGHV1-64-01_IGHJ3-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-64-01_IGHJ3-01_39_2.aln.fasta
242,IGHV1-26*01_IGHJ4*01_51_3,3,m13,all_YFP,IGHV1-26-01_IGHJ4-01_51_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-26-01_IGHJ4-01_51_3.aln.fasta
241,IGHV1-26*01_IGHJ4*01_51_1,3,m13,all_YFP,IGHV1-26-01_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-26-01_IGHJ4-01_51_1.aln.fasta
240,IGHV5-16*01_IGHJ4*01_36_2,3,m13,all_YFP,IGHV5-16-01_IGHJ4-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV5-16-01_IGHJ4-01_36_2.aln.fasta
234,IGHV1-76*01_IGHJ1*03_51_1,3,m13,all_YFP,IGHV1-76-01_IGHJ1-03_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-76-01_IGHJ1-03_51_1.aln.fasta
231,IGHV3-6*01_IGHJ3*01_42_1,3,m13,all_YFP,IGHV3-6-01_IGHJ3-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV3-6-01_IGHJ3-01_42_1.aln.fasta
228,IGHV4-1*01_IGHJ3*01_33_1,3,m13,all_YFP,IGHV4-1-01_IGHJ3-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV4-1-01_IGHJ3-01_33_1.aln.fasta
226,IGHV9-3*01_IGHJ4*01_42_1,3,m13,all_YFP,IGHV9-3-01_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV9-3-01_IGHJ4-01_42_1.aln.fasta
216,IGHV1-53*01_IGHJ2*01_36_2,3,m13,all_YFP,IGHV1-53-01_IGHJ2-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m13/all_YFP_MIDs/m13_all_YFP_IGHV1-53-01_IGHJ2-01_36_2.aln.fasta
