,VJ.combi,count.seq,mouseID,analysis_type,filename,path
110,IGHV2-9_IGHJ4*01_36_1,2,m14,biopsy_YFP,IGHV2-9_IGHJ4-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV2-9_IGHJ4-01_36_1.aln.fasta
111,IGHV2-9_IGHJ4*01_36_2,2,m14,biopsy_YFP,IGHV2-9_IGHJ4-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV2-9_IGHJ4-01_36_2.aln.fasta
234,IGHV2-9_IGHJ4*01_51_1,2,m14,biopsy_YFP,IGHV2-9_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV2-9_IGHJ4-01_51_1.aln.fasta
159,IGHV1-62_IGHJ4*01_48_1,2,m14,biopsy_YFP,IGHV1-62_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV1-62_IGHJ4-01_48_1.aln.fasta
232,IGHV5-9_IGHJ2*01_36_1,2,m14,biopsy_YFP,IGHV5-9_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV5-9_IGHJ2-01_36_1.aln.fasta
184,IGHV2-9_IGHJ2*02_33_1,2,m14,biopsy_YFP,IGHV2-9_IGHJ2-02_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV2-9_IGHJ2-02_33_1.aln.fasta
102,IGHV5-16*01_IGHJ4*01_42_1,3,m14,biopsy_YFP,IGHV5-16-01_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV5-16-01_IGHJ4-01_42_1.aln.fasta
100,IGHV1-39*01_IGHJ4*01_27_1,3,m14,biopsy_YFP,IGHV1-39-01_IGHJ4-01_27_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV1-39-01_IGHJ4-01_27_1.aln.fasta
96,IGHV1-74*01_IGHJ2*01_36_1,3,m14,biopsy_YFP,IGHV1-74-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV1-74-01_IGHJ2-01_36_1.aln.fasta
92,IGHV1-26*01_IGHJ3*01_39_2,3,m14,biopsy_YFP,IGHV1-26-01_IGHJ3-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV1-26-01_IGHJ3-01_39_2.aln.fasta
90,IGHV3-6*01_IGHJ2*01_30_1,3,m14,biopsy_YFP,IGHV3-6-01_IGHJ2-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m14/biopsy_YFP_MIDs/m14_biopsy_YFP_IGHV3-6-01_IGHJ2-01_30_1.aln.fasta
