,VJ.combi,count.seq,mouseID,analysis_type,filename,path
464,IGHV2-9_IGHJ2*01_39_1,2,m30,neg_YFP,IGHV2-9_IGHJ2-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV2-9_IGHJ2-01_39_1.aln.fasta
388,IGHV1-62_IGHJ3*01_51_1,2,m30,neg_YFP,IGHV1-62_IGHJ3-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV1-62_IGHJ3-01_51_1.aln.fasta
170,IGHV1-62_IGHJ1*03_42_1,2,m30,neg_YFP,IGHV1-62_IGHJ1-03_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV1-62_IGHJ1-03_42_1.aln.fasta
15,IGHV2-9_IGHJ2*01_36_1,2,m30,neg_YFP,IGHV2-9_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV2-9_IGHJ2-01_36_1.aln.fasta
118,IGHV2-9_IGHJ4*01_36_2,2,m30,neg_YFP,IGHV2-9_IGHJ4-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV2-9_IGHJ4-01_36_2.aln.fasta
252,IGHV2-9_IGHJ1*03_45_1,2,m30,neg_YFP,IGHV2-9_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV2-9_IGHJ1-03_45_1.aln.fasta
214,IGHV2-9_IGHJ4*01_42_1,2,m30,neg_YFP,IGHV2-9_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV2-9_IGHJ4-01_42_1.aln.fasta
52,IGHV3-6*01_IGHJ1*03_36_1,3,m30,neg_YFP,IGHV3-6-01_IGHJ1-03_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV3-6-01_IGHJ1-03_36_1.aln.fasta
51,IGHV1-26*01_IGHJ3*01_45_3,3,m30,neg_YFP,IGHV1-26-01_IGHJ3-01_45_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV1-26-01_IGHJ3-01_45_3.aln.fasta
48,IGHV4-1*01_IGHJ4*01_45_1,3,m30,neg_YFP,IGHV4-1-01_IGHJ4-01_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m30/neg_YFP_MIDs/m30_neg_YFP_IGHV4-1-01_IGHJ4-01_45_1.aln.fasta
