,VJ.combi,count.seq,mouseID,analysis_type,filename,path
38,IGHV5-17*01_IGHJ2*01_24_1,3,m53,biopsy_YFP,IGHV5-17-01_IGHJ2-01_24_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV5-17-01_IGHJ2-01_24_1.aln.fasta
24,IGHV1-76*01_IGHJ2*01_39_2,3,m53,biopsy_YFP,IGHV1-76-01_IGHJ2-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV1-76-01_IGHJ2-01_39_2.aln.fasta
20,IGHV1-64*01_IGHJ4*01_42_2,3,m53,biopsy_YFP,IGHV1-64-01_IGHJ4-01_42_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV1-64-01_IGHJ4-01_42_2.aln.fasta
16,IGHV1-26*01_IGHJ4*01_42_2,3,m53,biopsy_YFP,IGHV1-26-01_IGHJ4-01_42_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV1-26-01_IGHJ4-01_42_2.aln.fasta
14,IGHV6-3*01_IGHJ2*01_21_1,3,m53,biopsy_YFP,IGHV6-3-01_IGHJ2-01_21_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV6-3-01_IGHJ2-01_21_1.aln.fasta
11,IGHV1-50*01_IGHJ2*01_36_2,3,m53,biopsy_YFP,IGHV1-50-01_IGHJ2-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV1-50-01_IGHJ2-01_36_2.aln.fasta
6,IGHV1-39*01_IGHJ4*01_39_4,3,m53,biopsy_YFP,IGHV1-39-01_IGHJ4-01_39_4,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV1-39-01_IGHJ4-01_39_4.aln.fasta
1,IGHV6-3*01_IGHJ3*01_30_2,3,m53,biopsy_YFP,IGHV6-3-01_IGHJ3-01_30_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV6-3-01_IGHJ3-01_30_2.aln.fasta
42,IGHV1-64*01_IGHJ2*01_42_2,3,m53,biopsy_YFP,IGHV1-64-01_IGHJ2-01_42_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV1-64-01_IGHJ2-01_42_2.aln.fasta
46,IGHV1-39*01_IGHJ2*01_33_1,3,m53,biopsy_YFP,IGHV1-39-01_IGHJ2-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m53/biopsy_YFP_MIDs/m53_biopsy_YFP_IGHV1-39-01_IGHJ2-01_33_1.aln.fasta
