,VJ.combi,count.seq,mouseID,analysis_type,filename,path
178,IGHV2-9_IGHJ4*01_18_1,2,m12,all_YFP,IGHV2-9_IGHJ4-01_18_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV2-9_IGHJ4-01_18_1.aln.fasta
283,IGHV5-9_IGHJ4*01_42_1,2,m12,all_YFP,IGHV5-9_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV5-9_IGHJ4-01_42_1.aln.fasta
71,IGHV1-62_IGHJ2*01_33_4,2,m12,all_YFP,IGHV1-62_IGHJ2-01_33_4,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-62_IGHJ2-01_33_4.aln.fasta
69,IGHV1-62_IGHJ2*01_33_2,2,m12,all_YFP,IGHV1-62_IGHJ2-01_33_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-62_IGHJ2-01_33_2.aln.fasta
119,IGHV1-62_IGHJ2*01_42_2,2,m12,all_YFP,IGHV1-62_IGHJ2-01_42_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-62_IGHJ2-01_42_2.aln.fasta
151,IGHV3-8*01_IGHJ1*03_42_1,3,m12,all_YFP,IGHV3-8-01_IGHJ1-03_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV3-8-01_IGHJ1-03_42_1.aln.fasta
156,IGHV6-3*01_IGHJ4*01_51_1,3,m12,all_YFP,IGHV6-3-01_IGHJ4-01_51_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV6-3-01_IGHJ4-01_51_1.aln.fasta
159,IGHV2-2*01_IGHJ4*01_42_1,3,m12,all_YFP,IGHV2-2-01_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV2-2-01_IGHJ4-01_42_1.aln.fasta
169,IGHV10-3*01_IGHJ1*03_60_1,3,m12,all_YFP,IGHV10-3-01_IGHJ1-03_60_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV10-3-01_IGHJ1-03_60_1.aln.fasta
171,IGHV14-3*01_IGHJ3*01_33_1,3,m12,all_YFP,IGHV14-3-01_IGHJ3-01_33_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV14-3-01_IGHJ3-01_33_1.aln.fasta
172,IGHV5-9*01_IGHJ4*01_18_1,3,m12,all_YFP,IGHV5-9-01_IGHJ4-01_18_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV5-9-01_IGHJ4-01_18_1.aln.fasta
115,IGHV5-4*01_IGHJ4*01_42_1,3,m12,all_YFP,IGHV5-4-01_IGHJ4-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV5-4-01_IGHJ4-01_42_1.aln.fasta
127,IGHV8-8*01_IGHJ2*01_45_2,3,m12,all_YFP,IGHV8-8-01_IGHJ2-01_45_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV8-8-01_IGHJ2-01_45_2.aln.fasta
132,IGHV1-9*01_IGHJ1*03_54_1,3,m12,all_YFP,IGHV1-9-01_IGHJ1-03_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-9-01_IGHJ1-03_54_1.aln.fasta
133,IGHV1-18*01_IGHJ4*01_48_1,3,m12,all_YFP,IGHV1-18-01_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-18-01_IGHJ4-01_48_1.aln.fasta
135,IGHV1-18*01_IGHJ4*01_48_3,3,m12,all_YFP,IGHV1-18-01_IGHJ4-01_48_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-18-01_IGHJ4-01_48_3.aln.fasta
143,IGHV14-3*01_IGHJ2*02_48_1,3,m12,all_YFP,IGHV14-3-01_IGHJ2-02_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV14-3-01_IGHJ2-02_48_1.aln.fasta
134,IGHV1-18*01_IGHJ4*01_48_2,3,m12,all_YFP,IGHV1-18-01_IGHJ4-01_48_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-18-01_IGHJ4-01_48_2.aln.fasta
222,IGHV2-5*01_IGHJ1*03_45_1,3,m12,all_YFP,IGHV2-5-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV2-5-01_IGHJ1-03_45_1.aln.fasta
224,IGHV1-22*01_IGHJ2*01_39_1,3,m12,all_YFP,IGHV1-22-01_IGHJ2-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-22-01_IGHJ2-01_39_1.aln.fasta
226,IGHV14-3*01_IGHJ3*01_39_2,3,m12,all_YFP,IGHV14-3-01_IGHJ3-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV14-3-01_IGHJ3-01_39_2.aln.fasta
228,IGHV1-69*01_IGHJ2*01_36_1,3,m12,all_YFP,IGHV1-69-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-69-01_IGHJ2-01_36_1.aln.fasta
232,IGHV2-2*01_IGHJ4*01_39_1,3,m12,all_YFP,IGHV2-2-01_IGHJ4-01_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV2-2-01_IGHJ4-01_39_1.aln.fasta
234,IGHV1-19*01_IGHJ3*02_39_1,3,m12,all_YFP,IGHV1-19-01_IGHJ3-02_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-19-01_IGHJ3-02_39_1.aln.fasta
112,IGHV1-26*01_IGHJ4*01_48_1,3,m12,all_YFP,IGHV1-26-01_IGHJ4-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-26-01_IGHJ4-01_48_1.aln.fasta
221,IGHV1-53*01_IGHJ3*01_39_3,3,m12,all_YFP,IGHV1-53-01_IGHJ3-01_39_3,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-53-01_IGHJ3-01_39_3.aln.fasta
193,IGHV9-3*01_IGHJ4*01_39_2,3,m12,all_YFP,IGHV9-3-01_IGHJ4-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV9-3-01_IGHJ4-01_39_2.aln.fasta
194,IGHV1-22*01_IGHJ4*01_30_1,3,m12,all_YFP,IGHV1-22-01_IGHJ4-01_30_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-22-01_IGHJ4-01_30_1.aln.fasta
205,IGHV14-2*01_IGHJ1*01_39_2,3,m12,all_YFP,IGHV14-2-01_IGHJ1-01_39_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV14-2-01_IGHJ1-01_39_2.aln.fasta
211,IGHV9-3*01_IGHJ2*01_36_1,3,m12,all_YFP,IGHV9-3-01_IGHJ2-01_36_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV9-3-01_IGHJ2-01_36_1.aln.fasta
213,IGHV1-64*01_IGHJ3*01_36_2,3,m12,all_YFP,IGHV1-64-01_IGHJ3-01_36_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-64-01_IGHJ3-01_36_2.aln.fasta
216,IGHV1-9*01_IGHJ2*01_33_2,3,m12,all_YFP,IGHV1-9-01_IGHJ2-01_33_2,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m12/all_YFP_MIDs/m12_all_YFP_IGHV1-9-01_IGHJ2-01_33_2.aln.fasta
