,VJ.combi,count.seq,mouseID,analysis_type,filename,path
308,IGHV1S70*01-NA_IGHJ4*01_18_1,2,m42,neg_YFP,IGHV1S70-01-NA_IGHJ4-01_18_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV1S70-01-NA_IGHJ4-01_18_1.aln.fasta
317,IGHV2-2_IGHJ3*01_21_1,2,m42,neg_YFP,IGHV2-2_IGHJ3-01_21_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV2-2_IGHJ3-01_21_1.aln.fasta
267,IGHV2-9_IGHJ2*01_27_1,2,m42,neg_YFP,IGHV2-9_IGHJ2-01_27_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV2-9_IGHJ2-01_27_1.aln.fasta
338,IGHV1-4*01_IGHJ4*01_63_1,3,m42,neg_YFP,IGHV1-4-01_IGHJ4-01_63_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV1-4-01_IGHJ4-01_63_1.aln.fasta
337,IGHV1-26*01_IGHJ2*01_54_1,3,m42,neg_YFP,IGHV1-26-01_IGHJ2-01_54_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV1-26-01_IGHJ2-01_54_1.aln.fasta
336,IGHV9-3*01_IGHJ2*01_48_1,3,m42,neg_YFP,IGHV9-3-01_IGHJ2-01_48_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV9-3-01_IGHJ2-01_48_1.aln.fasta
335,IGHV9-4*01_IGHJ2*01_42_1,3,m42,neg_YFP,IGHV9-4-01_IGHJ2-01_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV9-4-01_IGHJ2-01_42_1.aln.fasta
334,IGHV1-52*01_IGHJ1*03_45_1,3,m42,neg_YFP,IGHV1-52-01_IGHJ1-03_45_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV1-52-01_IGHJ1-03_45_1.aln.fasta
333,IGHV1-69*01_IGHJ1*03_42_1,3,m42,neg_YFP,IGHV1-69-01_IGHJ1-03_42_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV1-69-01_IGHJ1-03_42_1.aln.fasta
330,IGHV1-66*01_IGHJ1*03_39_1,3,m42,neg_YFP,IGHV1-66-01_IGHJ1-03_39_1,/home/hieunguyen/CRC1382/outdir/molmed_server/mixcr_pipeline_output/data_analysis/05_output/CDR3_0.15/m42/neg_YFP_MIDs/m42_neg_YFP_IGHV1-66-01_IGHJ1-03_39_1.aln.fasta
